Area Code,Day Mins,State,Prob,Distinct count of CustServ Calls,Distinct count of Eve Mins,Distinct count of Intl Mins
510,222.5,ID,2.220446049e-16,1,1,1
510,221.1,ID,2.220446049e-16,1,1,1
415,221.1,ID,0.143226143,1,1,1
415,220.7,ID,0.201279947,1,1,1
510,211.1,ID,2.220446049e-16,1,1,1
415,202.1,ID,0.461446502,1,1,1
415,201.3,ID,0.051327097,1,1,1
415,197.2,ID,0.075063113,1,1,1
408,196.4,ID,2.143344585e-11,1,1,1
415,194.8,ID,0.079909074,1,1,1
415,194.2,ID,0.122229691,1,1,1
510,193.9,ID,2.220446049e-16,1,1,1
408,192.1,ID,2.143344585e-11,1,1,1
408,190.4,ID,2.143344585e-11,1,1,1
510,189.5,ID,2.220446049e-16,1,1,1
510,186.2,ID,2.220446049e-16,1,1,1
415,184.1,ID,0.172278713,1,1,1
415,181.6,ID,0.053759294,1,1,1
510,178.1,ID,2.220446049e-16,1,1,1
415,177.3,ID,0.015356829,1,1,1
415,174.7,ID,0.911327620,1,1,1
415,173.1,ID,0.139649163,1,1,1
415,173,ID,0.043655480,1,1,1
415,172.9,ID,0.025676394,1,1,1
415,172.3,ID,0.065866817,1,1,1
408,170.5,ID,2.143344585e-11,1,1,1
415,167.7,ID,0.066417615,1,1,1
415,167.4,ID,0.603437100,1,1,1
510,162.3,ID,0.999999988,1,1,1
408,159.7,ID,2.143344585e-11,1,1,1
415,156.8,ID,0.129457772,1,1,1
510,154.4,ID,2.220446049e-16,1,1,1
510,150.9,ID,9.712169002e-09,1,1,1
415,148.2,ID,0.008975942,1,1,1
415,145.6,ID,0.032541521,1,1,1
415,140.4,ID,0.031083082,1,1,1
408,125.2,ID,2.143344585e-11,1,1,1
510,122.9,ID,2.220446049e-16,1,1,1
510,111.4,ID,2.265036182e-09,1,1,1
415,103.5,ID,0.635401785,1,1,1
408,102.8,ID,2.143344585e-11,1,1,1
415,96.8,ID,0.180939564,1,1,1
510,93.6,ID,2.032209117e-09,1,1,1
415,92.2,ID,0.012142171,1,1,1
415,85.8,ID,0.254755491,1,1,1
415,70.9,ID,0.023305036,1,1,1
408,268.4,IL,4.118417479e-11,1,1,1
415,266.1,IL,0.103144682,1,1,1
510,263.4,IL,4.567884690e-11,1,1,1
408,237.3,IL,1.000000000,1,1,1
415,236.8,IL,0.091040701,1,1,1
408,234.5,IL,2.220446049e-16,1,1,1
510,231.3,IL,5.988128814e-11,1,1,1
408,230.7,IL,1.848699768e-12,1,1,1
510,220.2,IL,5.027663391e-13,1,1,1
415,210.5,IL,0.076578256,1,1,1
415,210.4,IL,0.155034959,1,1,1
408,208.7,IL,2.220446049e-16,1,1,1
415,207,IL,0.083735339,1,1,1
415,201.9,IL,0.096101065,1,1,1
415,198.7,IL,0.143756575,1,1,1
415,198.4,IL,0.043395613,1,1,1
408,198.2,IL,2.220446049e-16,1,1,1
415,195,IL,0.148842441,1,1,1
510,192,IL,2.220446049e-16,1,1,1
415,191.9,IL,0.074210186,1,1,1
510,186.1,IL,1.000000000,1,1,1
415,185.6,IL,0.043415274,1,1,1
408,183.8,IL,2.220446049e-16,1,1,1
510,181.5,IL,2.220446049e-16,1,1,1
408,175.3,IL,3.867548144e-11,1,1,1
415,174.5,IL,0.124239292,1,1,1
408,171.2,IL,6.502926261e-12,1,1,1
510,169.3,IL,2.220446049e-16,1,1,1
510,164.6,IL,2.220446049e-16,1,1,1
415,163.3,IL,0.153518904,1,1,1
415,155.9,IL,0.020006196,1,1,1
510,154.1,IL,1.995061364e-10,1,1,1
415,144.6,IL,0.069522025,1,1,1
415,142.8,IL,0.062489507,1,1,1
408,134.5,IL,2.220446049e-16,1,1,1
510,128.2,IL,2.220446049e-16,1,1,1
415,124.8,IL,0.098489048,1,1,1
510,116.1,IL,2.220446049e-16,1,1,1
415,114.3,IL,0.064323009,1,1,1
415,112.6,IL,0.112606559,1,1,1
415,110,IL,0.117197754,1,1,1
415,109.1,IL,0.095745187,1,1,1
510,108.3,IL,2.220446049e-16,1,1,1
415,84.8,IL,0.022607473,1,1,1
510,300.4,IN,2.163985037e-11,1,1,1
408,296.4,IN,1.000000000,1,1,1
510,293,IN,1.291147815e-10,1,1,1
415,288.5,IN,0.025029480,1,1,1
510,287.4,IN,1,1,1,1
408,280.4,IN,2.220446049e-16,1,1,1
415,253.4,IN,0.030136552,1,1,1
510,249.9,IN,1.000000000,1,1,1
415,248.8,IN,0.169737526,1,1,1
510,247.8,IN,2.220446049e-16,1,1,1
415,243.8,IN,0.075733249,1,1,1
408,240.9,IN,4.012814140e-10,1,1,1
510,240.4,IN,2.220446049e-16,1,1,1
510,237.7,IN,2.220446049e-16,1,1,1
510,234.8,IN,2.220446049e-16,1,1,1
415,226.4,IN,0.109571614,1,1,1
415,224.1,IN,0.101941576,1,1,1
415,222.1,IN,0.132773688,1,1,1
408,220.6,IN,2.831500825e-11,1,1,1
510,219.9,IN,2.220446049e-16,1,1,1
415,219.7,IN,0.068556064,1,1,1
415,218.7,IN,0.028815891,1,1,1
510,216.3,IN,2.220446049e-16,1,1,1
510,216.2,IN,2.220446049e-16,1,1,1
510,214.8,IN,2.220446049e-16,1,1,1
415,213.4,IN,0.133086795,1,1,1
415,209.4,IN,0.086988992,1,1,1
415,209.2,IN,0.003903982,1,1,1
415,208.9,IN,0.003886563,1,1,1
415,206.7,IN,0.132627551,1,1,1
510,204.2,IN,1.605680214e-10,1,1,1
415,201.1,IN,0.259546735,1,1,1
415,199.3,IN,0.007818926,1,1,1
415,197.2,IN,0.054717579,1,1,1
415,196,IN,0.085150781,1,1,1
510,189.5,IN,2.220446049e-16,1,1,1
415,189.3,IN,0.092653511,1,1,1
408,185.9,IN,2.220446049e-16,1,1,1
408,185.3,IN,2.220446049e-16,1,1,1
408,185,IN,2.220446049e-16,1,1,1
415,183.2,IN,0.022634924,1,1,1
415,183.1,IN,0.137374534,1,1,1
408,175.5,IN,2.220446049e-16,1,1,1
408,170.5,IN,2.220446049e-16,1,1,1
408,168.3,IN,8.779695625e-10,1,1,1
415,166.2,IN,0.030695096,1,1,1
415,160.5,IN,0.366106496,1,1,1
415,158.7,IN,0.131399129,1,1,1
408,157.9,IN,0.999999999,1,1,1
510,154.5,IN,2.220446049e-16,1,1,1
415,151.8,IN,0.624213375,1,1,1
415,137.8,IN,0.428550819,1,1,1
510,135.4,IN,2.220446049e-16,1,1,1
415,129.1,IN,0.744894611,1,1,1
415,125.2,IN,0.103691534,1,1,1
415,118.4,IN,0.807762427,1,1,1
408,115.6,IN,2.220446049e-16,1,1,1
408,113.8,IN,2.220446049e-16,1,1,1
510,101.9,IN,2.220446049e-16,1,1,1
408,64.6,IN,2.220446049e-16,1,1,1
510,49.9,IN,2.888047934e-11,1,1,1
408,321.3,KS,0.738400916,1,1,1
415,293.3,KS,0.731810299,1,1,1
415,273.9,KS,0.532807818,1,1,1
510,268.1,KS,4.424250040e-09,1,1,1
415,267.9,KS,0.243357830,1,1,1
415,265.1,KS,0.230248233,1,1,1
415,260.5,KS,0.159806758,1,1,1
510,250.3,KS,0.999999996,1,1,1
415,249.6,KS,0.464779104,1,1,1
408,246.4,KS,0.657086380,1,1,1
510,243,KS,0.999999996,1,1,1
510,238.8,KS,2.220446049e-16,1,1,1
510,233.2,KS,3.953244509e-09,1,1,1
408,232.1,KS,0.074461056,1,1,1
415,231.5,KS,0.028966324,1,1,1
415,231.3,KS,0.052260436,1,1,1
415,230.2,KS,0.857834730,1,1,1
415,225.9,KS,0.890521431,1,1,1
408,225.5,KS,0.004901937,1,1,1
415,222.8,KS,0.001165784,1,1,1
510,217.7,KS,2.220446049e-16,1,1,1
510,208,KS,1.881854119e-09,1,1,1
415,207.6,KS,0.278820456,1,1,1
415,199.5,KS,0.482484728,1,1,1
408,194.8,KS,0.039710846,1,1,1
415,191.3,KS,0.152540361,1,1,1
415,190.1,KS,0.105711337,1,1,1
510,189.5,KS,2.220446049e-16,1,1,1
408,186.6,KS,0.810574670,1,1,1
415,184.8,KS,0.021172098,1,1,1
415,184.1,KS,0.162055322,1,1,1
510,183.9,KS,2.220446049e-16,1,1,1
510,178.6,KS,2.220446049e-16,1,1,1
415,177.9,KS,0.137892403,1,1,1
415,175.8,KS,0.034193201,1,1,1
415,174.6,KS,0.024633468,1,1,1
510,161.2,KS,2.220446049e-16,1,1,1
415,158.6,KS,0.153955347,1,1,1
415,158.1,KS,0.010551681,1,1,1
510,158,KS,2.220446049e-16,1,1,1
510,154,KS,2.220446049e-16,1,1,1
408,150.7,KS,0.130563105,1,1,1
510,144.1,KS,2.220446049e-16,1,1,1
510,137.8,KS,2.220446049e-16,1,1,1
415,131.6,KS,0.241458995,1,1,1
510,129,KS,2.220446049e-16,1,1,1
510,115.4,KS,2.220446049e-16,1,1,1
415,103.3,KS,0.000357872,1,1,1
415,83.4,KS,0.000613985,1,1,1
408,62.8,KS,0.099446723,1,1,1
408,62.6,KS,0.444854367,1,1,1
415,314.6,KY,0.604949800,1,1,1
415,295.4,KY,0.215574460,1,1,1
415,279.9,KY,0.338483516,1,1,1
415,274.7,KY,0.545306388,1,1,1
415,255.9,KY,0.642394270,1,1,1
408,253.7,KY,6.896477926e-11,1,1,1
415,247.2,KY,0.446344196,1,1,1
415,236.8,KY,0.153729045,1,1,1
510,234.7,KY,2.220446049e-16,1,1,1
510,222.8,KY,2.220446049e-16,1,1,1
415,220,KY,0.219298296,1,1,1
415,215.6,KY,0.142110263,1,1,1
408,214.7,KY,2.220446049e-16,1,1,1
408,212.8,KY,2.220446049e-16,1,1,1
408,209.9,KY,2.220446049e-16,1,1,1
415,204,KY,0.087551498,1,1,1
415,198.4,KY,0.028117899,1,1,1
415,196.6,KY,0.051724602,1,1,1
415,194,KY,0.036131279,1,1,1
415,193.7,KY,0.066742276,1,1,1
408,191.6,KY,2.220446049e-16,1,1,1
510,184.6,KY,2.220446049e-16,1,1,1
408,177.2,KY,2.220446049e-16,1,1,1
408,177.1,KY,5.396032729e-12,1,1,1
415,175.6,KY,0.081045318,1,1,1
415,172.5,KY,0.010967297,1,1,1
415,170.5,KY,0.011173973,1,1,1
415,169.8,KY,0.061871854,1,1,1
415,168.3,KY,0.061666862,1,1,1
415,168,KY,0.760789035,1,1,1
415,166.5,KY,0.023117162,1,1,1
408,159.8,KY,2.029615029e-12,1,1,1
408,157.8,KY,1.000000000,1,1,1
510,157.3,KY,2.220446049e-16,1,1,1
415,157.1,KY,0.028514975,1,1,1
415,154.1,KY,0.058782145,1,1,1
415,146.7,KY,0.151567691,1,1,1
415,145,KY,0.086891113,1,1,1
510,144.1,KY,1.750756470e-10,1,1,1
510,141.4,KY,8.978977122e-13,1,1,1
408,135.4,KY,2.608864051e-11,1,1,1
408,135,KY,2.220446049e-16,1,1,1
415,130.5,KY,0.006266464,1,1,1
510,125.8,KY,1.000000000,1,1,1
408,115.4,KY,2.220446049e-16,1,1,1
415,108.6,KY,0.014561393,1,1,1
415,105.3,KY,0.054460758,1,1,1
415,104,KY,0.009866172,1,1,1
510,99.7,KY,2.220446049e-16,1,1,1
510,99.4,KY,2.220446049e-16,1,1,1
408,94.9,KY,2.220446049e-16,1,1,1
510,88.8,KY,5.297190439e-12,1,1,1
510,88.5,KY,1.919328164e-11,1,1,1
408,73.8,KY,6.978911405e-11,1,1,1
510,310.4,LA,4.351420254e-11,1,1,1
510,276.6,LA,2.220446049e-16,1,1,1
415,241.9,LA,0.115703968,1,1,1
415,241.1,LA,0.077970418,1,1,1
415,228.7,LA,0.139885468,1,1,1
408,224,LA,2.143344585e-11,1,1,1
408,220.7,LA,2.143344585e-11,1,1,1
408,219.2,LA,2.143344585e-11,1,1,1
415,214.1,LA,0.061873662,1,1,1
510,212.3,LA,7.094177440e-12,1,1,1
415,212.1,LA,0.027688838,1,1,1
415,203.4,LA,0.080637102,1,1,1
408,202,LA,2.143344585e-11,1,1,1
415,198.9,LA,0.493972844,1,1,1
415,197.7,LA,0.207741769,1,1,1
408,187.4,LA,2.143344585e-11,1,1,1
415,186.8,LA,0.024747810,1,1,1
510,184.5,LA,2.844159601e-11,1,1,1
408,184.5,LA,2.143344585e-11,1,1,1
408,183.3,LA,2.143344585e-11,1,1,1
408,181.5,LA,2.143344585e-11,1,1,1
415,179.3,LA,0.164764610,1,1,1
408,178.7,LA,2.143344585e-11,1,1,1
415,170.5,LA,0.028259171,1,1,1
415,169.2,LA,0.114971735,1,1,1
415,166.9,LA,0.408970075,1,1,1
415,155,LA,0.068354153,1,1,1
510,153.2,LA,6.758643972e-11,1,1,1
415,148.5,LA,0.021545125,1,1,1
415,147.7,LA,0.052917783,1,1,1
408,147.2,LA,2.143344585e-11,1,1,1
415,146.6,LA,0.079377035,1,1,1
415,145.1,LA,0.038295202,1,1,1
510,143.3,LA,1.000000000,1,1,1
510,142.3,LA,2.083487024e-13,1,1,1
415,141.1,LA,0.038157667,2,2,2
415,136.6,LA,0.217568172,1,1,1
408,136.1,LA,2.143344585e-11,1,1,1
415,128.8,LA,0.051105258,1,1,1
415,115.9,LA,0.308542395,1,1,1
408,82.6,LA,2.143344585e-11,1,1,1
415,58.4,LA,0.176949749,1,1,1
415,293.7,MA,1.000000000,1,1,1
510,290.4,MA,1.000000000,1,1,1
415,284.4,MA,1,1,1,1
510,271.4,MA,1.000000000,1,1,1
415,264.8,MA,1,1,1,1
408,241.2,MA,0.149466627,1,1,1
510,233.8,MA,5.647638928e-11,1,1,1
510,220.8,MA,2.632001863e-11,1,1,1
408,220.4,MA,8.712917228e-11,1,1,1
510,218.2,MA,5.905010188e-11,1,1,1
408,217.6,MA,0.002720500,1,1,1
408,216.8,MA,2.220446049e-16,1,1,1
408,209.8,MA,2.220446049e-16,1,1,1
415,209.4,MA,2.220446049e-16,1,1,1
408,204.9,MA,0.006474436,1,1,1
408,195.4,MA,6.296209405e-09,1,1,1
510,195.1,MA,2.220446049e-16,1,1,1
510,192.9,MA,2.220446049e-16,1,1,1
408,190.3,MA,0.000482852,1,1,1
408,186.9,MA,0.489125745,1,1,1
415,185,MA,2.220446049e-16,1,1,1
415,183.2,MA,3.598295677e-11,1,1,1
415,183.1,MA,2.220446049e-16,1,1,1
415,178.1,MA,2.220446049e-16,1,1,1
408,176.9,MA,0.194579862,1,1,1
510,176.3,MA,2.220446049e-16,1,1,1
415,175.8,MA,1.384488164e-10,1,1,1
408,174.4,MA,1.814225838e-06,1,1,1
415,173.9,MA,2.220446049e-16,1,1,1
415,173,MA,1.993876321e-11,1,1,1
415,162.8,MA,1.000000000,1,1,1
415,161.7,MA,2.220446049e-16,1,1,1
408,160,MA,4.553107517e-06,1,1,1
415,159.7,MA,1.000000000,1,1,1
408,157.9,MA,0.145478254,1,1,1
415,156.9,MA,2.220446049e-16,1,1,1
510,154.2,MA,2.220446049e-16,1,1,1
510,149.8,MA,2.220446049e-16,1,1,1
408,148.6,MA,0.012419324,1,1,1
408,147.2,MA,0.866661674,1,1,1
415,147,MA,2.220446049e-16,1,1,1
408,139.4,MA,1.725896446e-10,1,1,1
415,137.3,MA,2.220446049e-16,1,1,1
415,117.6,MA,2.220446049e-16,1,1,1
408,94.1,MA,1.785594593e-11,1,1,1
408,60.4,MA,2.024741264e-09,1,1,1
408,58.9,MA,0.132584350,1,1,1
408,321.1,MD,1,1,1,1
408,312,MD,1.000000000,1,1,1
510,295,MD,0.773996788,1,1,1
415,294.9,MD,1,1,1,1
510,276.7,MD,0.035417807,1,1,1
415,273.8,MD,2.220446049e-16,1,1,1
408,273.6,MD,2.220446049e-16,1,1,1
415,273.3,MD,1,1,1,1
415,271.1,MD,8.590508155e-10,1,1,1
415,260,MD,0.999999999,1,1,1
415,256,MD,5.556420201e-10,1,1,1
510,254.7,MD,0.112652619,1,1,1
415,252.4,MD,2.220446049e-16,1,1,1
415,250.2,MD,1.000000000,1,1,1
408,239.1,MD,1,1,1,1
415,236.7,MD,2.220446049e-16,1,1,1
408,226.3,MD,4.104365151e-10,1,1,1
415,224.9,MD,9.243694920e-10,1,1,1
408,223,MD,2.220446049e-16,1,1,1
415,218,MD,2.220446049e-16,1,1,1
510,216,MD,0.000904820,1,1,1
510,213.9,MD,0.107058619,1,1,1
415,209.8,MD,2.220446049e-16,1,1,1
408,206.9,MD,2.220446049e-16,1,1,1
415,204.5,MD,2.220446049e-16,1,1,1
408,201.9,MD,2.220446049e-16,1,1,1
415,200.3,MD,2.220446049e-16,1,1,1
415,198.2,MD,2.220446049e-16,1,1,1
415,198.1,MD,2.220446049e-16,1,1,1
408,196.5,MD,2.539305142e-10,1,1,1
510,195.6,MD,0.131720775,1,1,1
510,190.7,MD,0.175272548,1,1,1
415,188.9,MD,2.220446049e-16,1,1,1
415,181.6,MD,2.220446049e-16,1,1,1
408,173.1,MD,1.000000000,1,1,1
415,170.4,MD,2.220446049e-16,1,1,1
408,170.2,MD,2.220446049e-16,1,1,1
510,169.5,MD,0.279702892,1,1,1
415,167.4,MD,2.220446049e-16,1,1,1
415,165.3,MD,2.220446049e-16,1,1,1
408,159.4,MD,1.000000000,1,1,1
415,155.7,MD,2.220446049e-16,1,1,1
415,155.2,MD,2.220446049e-16,1,1,1
510,154.5,MD,0.890851647,1,1,1
408,137.1,MD,2.220446049e-16,1,1,1
415,136.1,MD,2.220446049e-16,1,1,1
510,131.4,MD,0.068762717,1,1,1
415,129.5,MD,2.220446049e-16,1,1,1
510,123.1,MD,0.841367264,1,1,1
415,114.4,MD,2.220446049e-16,1,1,1
408,107.9,MD,2.220446049e-16,1,1,1
415,106.6,MD,2.220446049e-16,1,1,1
510,103.1,MD,0.470518512,1,1,1
415,78.2,MD,2.220446049e-16,1,1,1
510,78.1,MD,0.111772993,1,1,1
408,322.3,ME,0.849400515,1,1,1
510,264.5,ME,0.671409302,1,1,1
408,254.9,ME,0.626300117,1,1,1
415,252.9,ME,0.067230097,1,1,1
510,242.6,ME,0.169268542,1,1,1
408,237.6,ME,0.338493201,1,1,1
415,236.8,ME,0.083314137,1,1,1
510,229.3,ME,0.115663759,1,1,1
415,223.2,ME,0.118704023,1,1,1
415,222.4,ME,0.139373923,1,1,1
408,221.9,ME,0.244979236,1,1,1
415,221.1,ME,0.020277764,1,1,1
415,218.4,ME,0.085940229,1,1,1
510,212,ME,0.121461518,1,1,1
408,211.3,ME,0.403967259,1,1,1
510,211,ME,0.071246159,1,1,1
408,209.6,ME,0.308831120,1,1,1
510,198.8,ME,0.517108005,1,1,1
510,196.8,ME,0.876787004,1,1,1
415,196.5,ME,0.116298315,1,1,1
510,195.7,ME,0.224155831,1,1,1
510,194.2,ME,0.028825930,1,1,1
415,193.4,ME,0.140846020,1,1,1
415,190.3,ME,0.035676766,1,1,1
415,185.4,ME,0.104927861,1,1,1
408,176.3,ME,0.079772697,1,1,1
510,175.8,ME,0.398840090,1,1,1
408,166.4,ME,0.073259166,1,1,1
415,166.1,ME,0.203082078,1,1,1
415,159.1,ME,0.096891542,1,1,1
415,156.5,ME,0.284422883,1,1,1
408,154.1,ME,0.018951144,1,1,1
510,152.8,ME,0.459559108,1,1,1
408,150.5,ME,0.007786361,1,1,1
408,149.3,ME,0.038513050,1,1,1
415,148.5,ME,0.015377249,1,1,1
415,132,ME,0.075865826,1,1,1
415,130.7,ME,0.157560087,1,1,1
510,129.3,ME,0.067504248,1,1,1
415,122.4,ME,0.292902744,1,1,1
510,120.8,ME,0.308509654,1,1,1
510,118,ME,0.061066100,1,1,1
408,115.5,ME,0.006114794,1,1,1
408,114.4,ME,0.003631341,1,1,1
510,113.1,ME,0.225919310,1,1,1
510,110.5,ME,0.404131335,1,1,1
415,85.7,ME,0.699474493,1,1,1
415,71.2,ME,0.261833974,1,1,1
510,58.8,ME,0.278544105,1,1,1
415,314.1,MI,0.747837060,1,1,1
408,291.2,MI,1.000000000,1,1,1
510,281.4,MI,2.220446049e-16,1,1,1
408,277.3,MI,1,1,1,1
415,270.7,MI,0.326067808,1,1,1
510,245.4,MI,2.220446049e-16,1,1,1
510,243.4,MI,2.220446049e-16,1,1,1
510,242.2,MI,2.220446049e-16,1,1,1
415,240,MI,0.097083247,1,1,1
415,233.5,MI,0.638380348,1,1,1
415,231.9,MI,0.179691526,1,1,1
510,227.4,MI,1.893353821e-10,1,1,1
415,226.9,MI,0.165158962,1,1,1
510,226.4,MI,2.220446049e-16,1,1,1
415,221.6,MI,0.072903823,1,1,1
510,220.9,MI,2.220446049e-16,1,1,1
415,216.9,MI,0.489601993,1,1,1
415,214.6,MI,0.412057553,1,1,1
415,211.3,MI,0.181781028,1,1,1
408,209.5,MI,1,1,1,1
415,207.7,MI,0.092038884,1,1,1
510,206.4,MI,2.220446049e-16,1,1,1
415,204.4,MI,0.327352501,1,1,1
415,204.3,MI,0.194629139,1,1,1
415,202.1,MI,0.369452366,1,1,1
415,198.3,MI,0.443023280,1,1,1
415,192.6,MI,0.018256134,2,2,2
415,191.4,MI,0.382141981,1,1,1
510,190.7,MI,2.220446049e-16,1,1,1
415,188.9,MI,0.037023460,1,1,1
510,185.3,MI,2.220446049e-16,1,1,1
415,179.4,MI,0.135598047,1,1,1
510,172.1,MI,1.000000000,1,1,1
408,168.4,MI,5.951425743e-11,1,1,1
408,166.2,MI,5.128691001e-11,1,1,1
415,165.4,MI,0.143864742,1,1,1
415,162,MI,0.193152168,1,1,1
415,155.2,MI,0.004240576,1,1,1
415,154.4,MI,0.082198745,1,1,1
415,153.5,MI,0.087908515,1,1,1
415,149.4,MI,0.559906665,1,1,1
408,148.2,MI,2.220446049e-16,1,1,1
415,140.8,MI,0.269931755,1,1,1
510,140.6,MI,2.220446049e-16,1,1,1
510,137.4,MI,1.075777293e-10,1,1,1
408,134.7,MI,2.220446049e-16,1,1,1
408,133.3,MI,1.000000000,1,1,1
415,130.6,MI,0.098485120,1,1,1
510,129.9,MI,2.220446049e-16,1,1,1
415,124.8,MI,0.126517977,1,1,1
510,119,MI,1.434611238e-13,1,1,1
408,115.1,MI,1.000000000,1,1,1
510,102.6,MI,2.220446049e-16,1,1,1
415,98.9,MI,0.026710965,1,1,1
510,91.7,MI,3.194224965e-11,1,1,1
415,57.5,MI,0.097003633,1,1,1
510,18.9,MI,4.689042256e-12,1,1,1
415,317.8,MN,0.619788827,1,1,1
510,291.8,MN,0.181237999,1,1,1
415,272.7,MN,0.646044052,1,1,1
408,262.2,MN,2.601819298e-11,1,1,1
415,261.3,MN,0.773919610,1,1,1
415,260.8,MN,0.966658293,1,1,1
510,259.9,MN,0.020828251,1,1,1
415,255.3,MN,0.011407285,1,1,1
408,250.8,MN,2.814457236e-13,1,1,1
415,248.7,MN,0.755723742,1,1,1
415,244.1,MN,0.002312895,1,1,1
408,241.7,MN,2.220446049e-16,1,1,1
510,237.4,MN,0.581367724,1,1,1
408,236.2,MN,1.000000000,1,1,1
415,234.1,MN,0.450278609,1,1,1
510,226.7,MN,0.047968360,1,1,1
510,224.9,MN,0.008288872,1,1,1
415,221.7,MN,0.004601527,1,1,1
415,218.5,MN,0.000419594,1,1,1
415,216.1,MN,0.009982146,1,1,1
408,215.1,MN,2.277540113e-11,1,1,1
415,214.1,MN,0.004167946,1,1,1
510,212.4,MN,0.166051991,1,1,1
408,209.9,MN,2.220446049e-16,1,1,1
510,201.8,MN,0.124619825,1,1,1
415,200.2,MN,0.087612494,1,1,1
415,198.5,MN,0.006994155,1,1,1
415,198.4,MN,0.022105568,1,1,1
408,197.9,MN,8.088728161e-11,1,1,1
415,194.3,MN,0.156199620,1,1,1
510,193.7,MN,0.209390300,1,1,1
510,193,MN,0.163797444,1,1,1
415,183.9,MN,0.121024645,1,1,1
510,175.7,MN,0.834198992,1,1,1
415,175.6,MN,0.007509021,1,1,1
415,174.4,MN,0.006111445,1,1,1
510,170.7,MN,0.438028147,1,1,1
415,170.7,MN,0.062199567,1,1,1
415,164.1,MN,0.002950699,1,1,1
408,162.6,MN,2.220446049e-16,1,1,1
415,159.9,MN,0.132454517,1,1,1
408,158.9,MN,2.220446049e-16,1,1,1
510,158.1,MN,0.210759588,1,1,1
510,157.8,MN,0.723253263,1,1,1
408,156.4,MN,2.220446049e-16,1,1,1
408,155.2,MN,3.812256976e-11,1,1,1
408,153.2,MN,2.220446049e-16,1,1,1
408,152.1,MN,2.220446049e-16,1,1,1
415,149.2,MN,0.003980303,1,1,1
415,147.1,MN,0.001361591,1,1,1
415,145.7,MN,0.051369716,1,1,1
415,143.2,MN,0.074879669,1,1,1
415,140.1,MN,0.001371267,1,1,1
510,134.4,MN,0.870935814,1,1,1
415,133.8,MN,0.000167517,1,1,1
415,130.1,MN,0.006116445,1,1,1
408,128.8,MN,2.220446049e-16,1,1,1
408,125.2,MN,2.220446049e-16,1,1,1
510,122,MN,0.137947208,1,1,1
510,121.5,MN,0.352962522,1,1,1
415,107.9,MN,0.001781012,1,1,1
415,105.8,MN,0.000212741,1,1,1
510,96.2,MN,0.024168989,1,1,1
510,81.7,MN,0.904194726,1,1,1
415,74.3,MN,0.008266933,1,1,1
415,72.8,MN,2.654888339e-05,1,1,1
408,50.6,MN,2.220446049e-16,1,1,1
415,335.5,MO,0.396645259,1,1,1
415,281.1,MO,0.133134809,1,1,1
415,272.5,MO,0.493933484,1,1,1
408,261.7,MO,1.000000000,1,1,1
510,246.8,MO,1.398888924e-11,1,1,1
415,244.8,MO,0.238126805,1,1,1
415,234,MO,0.080113880,1,1,1
408,222.7,MO,2.398006106e-11,1,1,1
510,221.7,MO,4.236788052e-11,1,1,1
415,221.2,MO,0.058039166,1,1,1
408,219.1,MO,2.683559502e-12,1,1,1
408,207.6,MO,4.622330679e-13,1,1,1
415,206.9,MO,0.050843246,1,1,1
408,206.2,MO,2.938575511e-12,1,1,1
415,202.4,MO,0.189466455,1,1,1
408,199.1,MO,6.179464844e-11,1,1,1
415,190.1,MO,0.043448938,1,1,1
510,189,MO,7.676884605e-12,1,1,1
415,184.5,MO,0.250640667,1,1,1
415,178.7,MO,0.047393984,1,1,1
415,178.5,MO,0.148184370,1,1,1
415,172.1,MO,0.075448160,1,1,1
415,171.2,MO,0.013939412,1,1,1
415,165.9,MO,0.019422932,1,1,1
510,165.8,MO,1,1,1,1
415,165.5,MO,0.130775164,1,1,1
408,159.3,MO,2.220446049e-16,1,1,1
415,157,MO,0.019345615,1,1,1
415,156.4,MO,0.061615637,1,1,1
415,154,MO,0.103039195,1,1,1
415,149.4,MO,0.042926095,1,1,1
408,142.6,MO,5.852767856e-11,1,1,1
415,137.2,MO,0.006184404,1,1,1
510,135.8,MO,2.220446049e-16,1,1,1
415,135.2,MO,0.013993297,1,1,1
415,133.5,MO,0.110713236,1,1,1
510,129.7,MO,1.000000000,1,1,1
415,121.1,MO,0.035697873,1,1,1
415,114.4,MO,0.112914062,1,1,1
510,113.7,MO,7.208798924e-11,1,1,1
408,109.5,MO,2.220446049e-16,1,1,1
408,101.2,MO,2.220446049e-16,1,1,1
415,97.4,MO,0.064785991,1,1,1
415,92.4,MO,0.059227864,1,1,1
408,51.1,MO,2.220446049e-16,1,1,1
510,313.2,MS,1.000000000,1,1,1
415,303.2,MS,0.335963311,1,1,1
408,294.7,MS,0.533900296,1,1,1
415,281.2,MS,0.557677401,1,1,1
415,277.9,MS,0.171132690,1,1,1
510,273.5,MS,4.231150589e-11,1,1,1
510,268.8,MS,2.220446049e-16,1,1,1
510,261.2,MS,2.166278828e-10,1,1,1
510,257.2,MS,8.711340804e-12,1,1,1
415,256.5,MS,0.297217454,1,1,1
408,236.2,MS,0.700229869,1,1,1
408,230,MS,0.677504992,1,1,1
415,227.8,MS,0.240983169,1,1,1
510,224.2,MS,2.220446049e-16,1,1,1
415,217.3,MS,0.497977684,1,1,1
408,212.1,MS,0.679741261,1,1,1
510,203.9,MS,2.220446049e-16,1,1,1
