Area Code,Churn,Day Mins,Day Mins,State,churn_transformed,prediction,prob,CustServ Calls,Intl Mins
415,1,305.1,305.1,TX,1,1,1.000000000,0,8.5
415,1,308.6,308.6,IA,1,1,1.000000000,4,7.3
408,1,312,312,MD,1,1,1.000000000,0,10.5
415,1,312,312,WV,1,1,1.000000000,1,12.8
510,1,313.2,313.2,MS,1,1,1.000000000,2,12.8
415,1,314.1,314.1,MI,1,1,1.000000000,3,12.3
415,1,314.6,314.6,churn analysis,1,1,1.000000000,2,5.7
415,1,317.8,317.8,MN,1,1,1.000000000,1,10.4
408,1,321.1,321.1,MD,1,1,1.000000000,4,11.5
408,1,321.3,321.3,KS,1,1,1.000000000,1,8
510,1,321.6,321.6,CT,1,1,1.000000000,2,11.3
408,1,322.3,322.3,ME,1,1,1.000000000,0,6.7
415,1,322.3,322.3,NC,1,1,1.000000000,2,7.8
415,1,322.4,322.4,NH,1,1,1.000000000,1,6.7
408,1,322.5,322.5,SC,1,1,1.000000000,2,9.4
415,1,324.7,324.7,OR,1,1,1.000000000,0,13.1
415,1,326.3,326.3,WI,1,1,1.000000000,1,7.5
510,1,326.5,326.5,TX,1,1,1.000000000,2,10.7
510,1,328.1,328.1,SD,1,1,1.000000000,1,8.7
510,1,329.8,329.8,OK,1,1,1.000000000,0,10.6
415,1,332.9,332.9,NY,1,1,1.000000000,4,5.4
510,1,334.3,334.3,DE,1,1,1.000000000,0,10.4
415,1,335.5,335.5,MO,1,1,1.000000000,2,12.7
415,1,337.4,337.4,OH,1,1,1.000000000,0,15.8
510,1,345.3,345.3,OH,1,1,1.000000000,1,11.8
415,1,346.8,346.8,NY,1,1,1.000000000,1,13.3
415,1,350.8,350.8,CO,1,1,1.000000000,1,10.1
